index,polarity
222,1.0
223,0.0
224,0.0
225,0.0
226,0.6604166666666667
227,0.35
228,0.0
229,0.5
230,-0.25
231,0.03125
232,0.0
233,0.0
234,-0.175
235,0.5
236,0.32857142857142857
237,0.8
238,0.0
239,0.0
240,0.0
241,0.0
242,-0.5
243,0.0
244,-0.15625
245,-0.13333333333333333
246,0.002083333333333326
247,-0.375
248,-0.20833333333333334
249,0.0
250,0.625
251,-0.11388888888888889
252,0.037797619047619024
253,0.0
254,-0.025
255,0.05357142857142857
256,0.0
257,0.0
258,0.0
259,0.625
260,0.5
261,0.3
262,-0.05555555555555556
263,0.3083333333333333
264,0.0
265,0.2
266,0.0
267,0.0
268,0.44142857142857145
269,0.0
270,0.0
271,0.0
272,0.0
273,-0.16666666666666666
274,0.325
275,-0.10785714285714283
276,-0.4
277,-0.125
278,-0.3416666666666666
279,0.0
280,0.0
281,0.1940909090909091
282,0.0
283,0.06666666666666667
284,0.0
285,0.146875
286,0.3893939393939394
287,0.0
288,0.62
289,0.29583333333333334
290,0.14285714285714285
291,0.03333333333333333
292,0.41666666666666663
293,-0.3
294,0.175
295,0.0
296,0.4
297,0.8
298,0.8
299,0.25
300,0.2857142857142857
301,0.3166666666666667
302,0.037500000000000006
303,0.0
304,0.0
305,0.0
306,0.0
307,0.065
308,-0.75
309,0.0
310,0.30000000000000004
311,0.6000000000000001
312,0.0
313,0.9099999999999999
314,0.0
315,0.775
316,0.13636363636363635
317,-0.5
318,-0.3333333333333333
319,0.5510551948051948
320,0.0
321,-0.625
322,-0.1333333333333333
323,0.2759259259259259
324,1.0
325,0.0
326,0.049999999999999996
327,-0.125
328,0.08666666666666667
329,0.0
330,0.0
331,0.05
332,0.15799999999999997
333,0.0
334,-0.16666666666666666
335,0.0
336,0.0
337,0.31666666666666665
338,0.0
339,0.0
340,0.0
341,0.0
342,-1.0
343,-0.3333333333333333
344,0.08166666666666667
345,0.625
346,0.024897959183673466
347,0.0
348,0.0
349,0.17108225108225106
350,0.0
351,0.0
352,0.0
353,0.0
354,0.04545454545454545
355,0.4083333333333334
356,0.17045454545454544
357,-0.025714285714285714
358,0.25
359,0.08888888888888886
360,-0.025
361,0.0
362,0.0
363,0.5
364,-0.25
365,0.0
366,0.0
367,-0.17500000000000004
368,-0.04214285714285715
369,1.0
370,0.0
371,0.26666666666666666
372,0.10000000000000003
373,0.30727272727272725
374,0.10714285714285714
375,0.0
376,-0.4
377,0.45
378,0.021875000000000006
379,0.7666666666666666
380,0.0
381,0.0
382,-0.445
383,0.4
384,0.0
385,0.0
386,0.0
387,0.0
388,0.23809523809523808
389,0.3191666666666667
390,0.65
391,0.75
392,-0.21875
393,0.4
394,0.35
395,0.4
396,0.5
397,0.5333333333333333
398,0.2714285714285714
399,0.17777777777777778
400,-0.275
401,1.0
402,-0.3333333333333333
403,0.9
404,-0.041666666666666664
405,0.0
406,0.625
407,0.16666666666666666
408,0.26
409,-0.1875
410,0.9
411,0.0
412,0.3833333333333333
413,0.2
414,0.0
415,0.15625
416,-0.10714285714285714
417,-0.04999999999999999
418,0.08273809523809524
419,0.5
420,0.3333333333333333
421,0.40833333333333327
422,0.4053571428571429
423,0.0
424,0.0
425,0.8
426,0.6
427,0.0
428,0.0
429,-0.03125
430,0.7666666666666666
431,1.0
432,1.0
433,0.041666666666666664
434,0.0
435,0.5
436,0.5
437,0.0
438,0.17500000000000002
439,0.7
440,0.20989583333333336
441,0.38666666666666666
442,0.23154040404040405
443,0.0
444,0.0
445,0.85
446,0.8
447,0.125
448,0.0
449,0.0
450,0.0
451,0.0
452,-0.09166666666666667
453,-0.4583333333333333
454,0.0
455,0.0
456,0.06805555555555555
457,0.35000000000000003
458,0.0
459,0.25
460,0.3333333333333333
461,0.2627083333333333
462,0.5972222222222222
463,0.0
464,0.0
465,0.0
466,0.4775
467,0.4
468,0.0
469,0.0
470,0.1
471,0.0
472,0.3715909090909091
473,0.0
474,1.0
475,0.4340909090909091
476,0.136
477,0.4407142857142857
478,-0.03125
479,0.0
480,0.0
481,0.2833333333333333
482,0.19166666666666665
483,0.12222222222222222
484,0.05000000000000002
485,0.2125
486,0.13333333333333333
487,-0.10612244897959186
488,0.18888888888888888
489,-0.3476010101010101
490,0.20833333333333334
491,0.27375
492,0.4000000000000001
493,1.0
494,-0.24444444444444446
495,0.15000000000000002
496,-0.09375
497,0.5908333333333333
498,0.5
499,0.04545454545454545
500,-0.6999999999999998
501,0.4122727272727273
502,0.18333333333333335
503,0.0
504,0.0
505,0.0
506,0.20499999999999996
507,-0.78125
508,-0.375
509,0.25
510,0.07500000000000001
511,0.25
512,0.2386904761904762
513,-0.17500000000000002
514,-0.2333333333333333
515,0.0
516,0.9
517,-0.21022727272727276
518,-0.3125
519,0.3583333333333334
520,-0.10984848484848486
521,0.3490909090909091
522,0.0
523,-0.6
524,0.3
525,0.13636363636363635
526,-0.3888888888888889
527,0.0
528,0.0
529,0.4
530,0.1
531,-0.39375
532,1.0
533,0.34545454545454546
534,0.6121212121212122
535,0.04468253968253968
536,-0.16666666666666666
537,0.0
538,-0.05
539,-0.2208333333333333
540,-0.16249999999999998
541,-0.10875077303648731
542,-0.4444444444444444
543,0.0
544,-1.0
545,0.15416666666666667
546,0.0
547,0.0
548,0.18274410774410774
549,-0.15643939393939396
550,0.05833333333333335
551,0.45
552,0.4375
553,0.0
554,0.4066666666666667
555,-0.4549999999999999
556,0.06666666666666667
557,0.16
558,0.37083333333333335
559,0.2666666666666667
560,0.2119047619047619
561,0.30666666666666664
562,0.09722222222222222
563,0.14621212121212124
564,1.0
565,0.5375
566,0.5
567,0.1388888888888889
568,-0.13999999999999999
569,-0.8749999999999998
570,0.23000000000000004
571,0.20104166666666667
572,-0.06590909090909092
573,-0.02035714285714285
574,0.1869047619047619
575,0.136
576,0.4407142857142857
577,0.0
578,-0.04352678571428571
579,1.0
580,0.45
581,0.33166666666666667
582,0.35555555555555557
583,0.2533333333333333
584,0.1
585,0.5
586,0.2
587,0.8375
588,0.2333333333333333
589,0.26666666666666666
590,0.0
591,0.8
592,0.17222222222222222
593,0.39999999999999997
594,0.0
595,0.0
596,0.25
597,0.0
598,0.0
599,0.5125000000000001
600,0.6
601,-0.065
602,0.0
603,1.0
604,-0.06666666666666667
605,0.5
606,0.0
607,0.5
608,0.193015873015873
609,0.9
610,0.0
611,0.36818181818181817
612,0.02159090909090909
613,0.3181818181818182
614,-0.085
615,-0.0666666666666667
616,0.0
617,0.027777777777777773
618,-0.195
619,-0.020833333333333304
620,0.11666666666666668
621,0.0
622,0.36818181818181817
623,0.02159090909090909
624,0.3181818181818182
625,0.0
626,0.31658936301793444
627,0.13720238095238096
628,0.15104166666666666
629,0.0
630,-0.05555555555555556
631,0.0
632,-0.033333333333333326
633,1.0
634,0.0
635,-0.5
636,-0.13999999999999999
637,0.125
638,0.0
639,-0.275
640,0.25
641,0.0
642,0.0
643,0.22
644,1.0
645,0.0
646,0.5499999999999999
647,-0.02
648,0.0
649,0.0
650,0.8125
651,-0.37708333333333327
652,0.0
653,-0.3
654,0.27878787878787875
655,0.8
656,-0.10000000000000002
657,-0.071875
658,-0.27083333333333337
659,0.11458333333333334
660,-0.6
661,0.1
662,0.8
663,0.0
664,0.0
665,0.1
666,0.27999999999999997
667,0.2625
668,0.4
669,-0.6
670,0.0
671,-0.625
672,0.0
673,0.18333333333333335
674,0.4
675,0.0
676,-0.4699999999999999
677,0.0
678,0.6
679,0.2333333333333333
680,-0.05000000000000001
681,-0.8299999999999998
682,0.0
683,0.7
684,0.8500000000000001
685,1.0
686,0.1857142857142857
687,0.0
688,0.45
689,0.8
690,-0.29374999999999996
691,0.4
692,0.0
693,0.0
694,0.0
695,-0.34142857142857147
696,0.11761363636363636
697,0.4872727272727273
698,0.12222222222222223
699,0.0
700,0.0
701,0.0
702,0.0
703,0.0
704,0.6166666666666667
705,0.0
706,0.0
707,0.0
708,0.0
709,0.0
710,0.274484126984127
711,0.0
712,0.2321022727272727
713,0.0
714,-0.35
715,0.07714285714285715
716,-1.0
717,0.0
718,0.0
719,0.16403061224489798
720,-0.10833333333333334
721,0.0
722,0.35
723,0.0
724,0.25
725,0.38142857142857145
726,-0.33499999999999996
727,0.17045454545454544
728,0.2
729,0.2
730,0.0
731,0.43333333333333335
732,0.6937500000000001
733,-0.06666666666666665
734,-0.10416666666666666
735,0.019791666666666652
736,-0.1875
737,0.07500000000000001
738,-0.16666666666666666
739,0.5
740,0.0
741,0.13636363636363635
742,0.8
743,-0.02586805555555556
744,0.0
745,0.3190476190476191
746,0.0
747,0.0
748,0.31
749,0.1340277777777778
750,0.03154761904761905
751,-0.19886363636363635
752,0.0
753,-0.09000000000000002
754,-0.2425
755,0.1375
756,0.45
757,-0.1
758,-0.1
759,0.0
760,0.0
761,0.4333333333333333
762,-0.5
763,-0.2094017094017094
764,0.27499999999999997
765,1.0
766,0.5
767,0.45
768,0.7
769,0.2833333333333333
770,-0.3999999999999999
771,0.5166666666666667
772,0.0
773,0.0
774,0.0
775,0.3125
776,0.0
777,0.0
778,0.0
779,0.2
780,1.0
781,-0.05875
782,-0.4138888888888889
783,0.0
784,0.11458333333333333
785,0.039583333333333304
786,-0.22361111111111115
787,-0.10666666666666665
788,0.13809523809523808
789,0.2513888888888889
790,0.2139520202020202
791,0.4083333333333333
792,-0.185
793,0.525
794,-0.29
795,0.33968253968253964
796,0.5
797,0.0
798,0.10555555555555556
799,0.0
800,0.48939393939393944
801,0.75
802,0.1
803,0.03125
804,-0.1666666666666666
805,0.24888888888888888
806,0.5
807,0.018452380952380942
808,0.0
809,0.08166666666666665
810,-0.19999999999999998
811,0.19999999999999998
812,0.13499999999999998
813,0.10555555555555556
814,0.0
815,0.0
816,0.8
817,0.15625
818,0.0
819,0.4589285714285714
820,0.45
821,0.0
822,0.45
823,0.3625
824,0.3333333333333333
825,0.015625
826,-0.13194444444444445
827,-0.25
828,0.0
829,0.5681818181818181
830,-0.675
831,-0.75
832,-0.047222222222222214
833,0.4708333333333334
834,0.0
835,-0.36458333333333337
836,0.41
837,1.0
838,0.0
839,0.0
840,0.0
841,0.0
842,0.0
843,0.0
844,0.0
845,0.0
846,0.0
847,0.0
848,0.0
849,0.017361111111111105
850,0.045
851,0.2
852,0.0
853,0.0
854,0.3416666666666666
855,0.24
856,0.11944444444444444
857,0.9
858,0.6916666666666668
859,0.25166666666666665
860,0.1691358024691358
861,-0.609375
862,0.1
863,-0.23125
864,-0.75
865,0.38166666666666665
866,0.02213541666666663
867,0.5
868,0.5
869,0.8
870,-0.18333333333333332
871,-0.05000000000000002
872,0.02500000000000001
873,0.0
874,0.0
875,0.0
876,0.0
877,0.1842687074829932
878,1.0
879,0.12152777777777776
880,-0.06875
881,-0.31875
882,-0.125
883,-0.04940476190476192
884,0.5416666666666667
885,0.25
886,-0.20555555555555557
887,0.0
888,0.5
889,0.8
890,0.35000000000000003
891,0.0
892,0.06666666666666667
893,0.0
894,0.8
895,0.0
896,0.3
897,0.0
898,0.0
899,-0.10416666666666667
900,0.2
901,0.1
902,0.5
903,0.0
904,0.0
905,0.0
906,0.33999999999999997
907,0.22321428571428573
908,1.0
909,0.8
910,0.0
911,0.12083333333333333
912,-0.04375000000000001
913,0.0
914,0.07359523809523813
915,-0.22215909090909092
916,0.7
917,0.0
918,-0.2916666666666667
919,1.0
920,0.01785714285714286
921,0.00833333333333334
922,0.06666666666666665
923,-0.75
924,-0.3606122448979591
925,-0.0625
926,1.0
927,0.47446428571428567
928,-0.625
929,0.25277777777777777
930,-0.625
931,0.0111111111111111
932,0.35555555555555557
933,0.3516666666666667
934,0.44666666666666666
935,0.65
936,-0.5
937,0.35
938,0.12327272727272727
939,0.0
940,-0.7249999999999999
941,0.425
942,0.8
943,-0.19365079365079368
944,0.14423076923076922
945,-0.125
946,0.021875000000000006
947,0.64375
948,0.9
949,0.0
950,0.8
951,-0.04090909090909091
952,0.7857142857142857
953,0.0
954,0.0
955,0.0
956,0.16111111111111112
957,0.30972222222222223
958,0.0
959,0.0
960,-0.09375
961,0.0
962,0.8
963,0.033333333333333326
964,0.0
965,0.775
966,0.0
967,0.6000000000000001
968,1.0
969,0.175
970,0.0
971,0.1722222222222222
972,0.0
973,0.52
974,0.4666666666666666
975,-0.0625
976,0.5
977,0.5
978,0.25
979,0.5
980,0.0
981,0.9
982,0.025000000000000012
983,-0.1
984,-0.11714285714285715
985,0.2757142857142857
986,0.23666666666666666
987,0.08333333333333333
988,0.16680555555555557
989,0.0
990,0.35
991,0.0
992,0.475
993,0.8
994,0.5416666666666667
995,0.25
996,-0.01607142857142857
997,-0.3125
998,0.08333333333333333
999,0.7
1000,0.4125
1001,0.2125
1002,0.0
1003,0.27499999999999997
1004,0.041666666666666664
1005,0.0
1006,0.0
1007,0.0
1008,0.0
1009,0.0
1010,0.65
1011,0.0
1012,0.0
1013,0.0
1014,0.0
1015,0.8
1016,0.050000000000000044
1017,0.0
1018,0.15000000000000005
1019,0.0
1020,0.9
1021,0.21974489795918367
1022,0.10166666666666666
1023,0.202
1024,-0.10833333333333332
1025,0.37013888888888885
1026,-0.075
1027,0.0
1028,-0.33166666666666667
1029,0.0
1030,0.0
1031,0.5145833333333334
1032,0.43659090909090903
1033,0.0
1034,0.0
1035,0.18708333333333332
1036,0.0708333333333333
1037,0.13888888888888887
1038,0.8
1039,0.0
1040,0.01808712121212121
1041,0.2625
1042,0.5375
1043,0.4166666666666667
1044,0.0
1045,0.06111111111111111
1046,0.020833333333333332
1047,0.26
1048,0.03037878787878784
1049,0.175
1050,0.12142857142857141
1051,0.0
1052,0.0
1053,0.16
1054,-0.30000000000000004
1055,0.0
1056,0.5208333333333333
1057,0.2875
1058,0.0
1059,-0.25
1060,0.4333333333333333
1061,0.4
1062,0.03333333333333333
1063,0.0
1064,0.55625
1065,0.20119047619047614
1066,0.0
1067,0.04666666666666669
1068,0.8
1069,0.0
1070,0.011805555555555569
1071,0.0
1072,0.0
1073,0.45
1074,0.05
1075,0.25
1076,0.0
1077,0.0
1078,0.0
1079,0.0
1080,0.0
1081,0.0
1082,0.0
1083,0.0
1084,0.4
1085,0.0
1086,0.21875
1087,0.0
1088,0.2
1089,-0.10867346938775511
1090,-0.09722222222222222
1091,0.2371843434343434
1092,-0.325
1093,-0.5
1094,0.6
1095,0.0
1096,0.0
1097,0.5416666666666666
1098,0.0
1099,-0.2876262626262627
1100,0.2200284090909091
1101,0.22400000000000003
1102,0.0
1103,0.0
1104,0.09999999999999999
1105,-0.1315
1106,0.3140909090909091
1107,0.0
1108,-0.125
1109,-0.1615530303030303
1110,0.0
1111,0.0
1112,1.0
1113,1.0
1114,0.0
1115,0.8
1116,0.21875
1117,0.08060606060606061
1118,-0.125
1119,0.15
1120,0.5
1121,0.575
1122,0.0
1123,0.0
1124,0.13
1125,-0.03739177489177491
1126,0.09000000000000001
1127,-0.09444444444444439
1128,1.0
1129,0.43928571428571433
1130,0.36875
1131,0.52125
1132,0.0
1133,0.05833333333333333
1134,-0.15
1135,0.012500000000000011
1136,0.0
1137,0.0
1138,0.13636363636363635
1139,0.0
1140,0.60625
1141,-0.16666666666666666
1142,0.4153741496598639
1143,0.029545454545454555
1144,0.12500000000000003
1145,0.4125
1146,0.16666666666666666
1147,0.057291666666666664
1148,-0.092779541015625
1149,0.0
1150,0.5
1151,-0.07744633838383841
1152,0.17045454545454544
1153,0.35833333333333334
1154,0.3653061224489796
1155,0.17045454545454544
1156,0.08571428571428572
1157,0.675
1158,-0.25
1159,0.14722222222222223
1160,0.0
1161,0.0
1162,-0.2125
1163,0.0
1164,0.0
1165,-0.09666666666666668
1166,-0.34
1167,-0.17977678571428574
1168,0.31212121212121213
1169,0.13068181818181818
1170,0.0
1171,0.43333333333333335
1172,0.1765151515151515
1173,0.21875
1174,0.3
1175,0.16
1176,0.14393939393939395
1177,0.3333333333333333
1178,-0.2125
1179,-0.14583333333333334
1180,0.06166666666666668
1181,-0.0625
1182,0.3
1183,0.5666666666666668
1184,0.0
1185,0.425
1186,0.26666666666666666
1187,0.515
1188,0.55
1189,0.0
1190,0.0
1191,0.0
1192,0.5416666666666666
1193,0.5
1194,0.07500000000000005
1195,0.0
1196,0.75
1197,0.0
1198,0.0
1199,0.0
1200,-0.045864898989899004
1201,-0.2928571428571428
1202,0.3208333333333333
1203,0.0
1204,0.3009469696969697
1205,-0.32218614718614713
1206,0.14102272727272727
1207,0.0
1208,0.8
1209,-0.30000000000000004
1210,0.0
1211,0.0
1212,0.21600000000000003
1213,-0.325
1214,0.2368939393939394
1215,-0.06146885521885523
1216,-0.03
1217,0.17991071428571428
1218,0.25
1219,0.1
1220,0.62
1221,-0.30000000000000004
1222,0.0
1223,0.0
1224,0.05208333333333333
1225,0.09935185185185186
1226,0.65
1227,0.8
1228,0.0
1229,0.125
1230,0.32916666666666666
1231,0.0
1232,0.0
1233,0.125
1234,0.0
1235,0.0
1236,0.7
1237,-0.12499999999999997
1238,0.0
1239,0.0
1240,-0.2547916666666667
1241,0.26
1242,-0.125
1243,0.0
1244,0.65
1245,0.0
1246,0.2
1247,-0.5
1248,0.9
1249,0.2
1250,0.0
1251,0.0
1252,0.02632275132275132
1253,0.0
1254,0.0
1255,0.0
1256,-0.10714285714285715
1257,0.11203125
1258,-0.14285714285714285
1259,0.5416666666666666
1260,0.5
1261,-0.3198097041847041
1262,-0.09999999999999999
1263,0.0
1264,0.5
1265,0.0
1266,0.0
1267,0.0
1268,0.0
1269,0.0
1270,1.0
1271,-0.06577777777777778
1272,0.20158730158730162
1273,-0.4083333333333334
1274,0.0
1275,0.1426948051948052
1276,0.0
1277,0.0
1278,0.0
1279,0.0
1280,0.0
1281,0.5056818181818181
1282,-0.036458333333333356
1283,0.0
1284,-0.12
1285,-0.17272727272727276
1286,0.1902083333333333
1287,0.0
1288,0.13888888888888887
1289,0.30833333333333335
1290,0.3125
1291,0.47916666666666663
1292,0.0
1293,0.8
1294,0.0
1295,0.26666666666666666
1296,0.3
1297,0.15694444444444444
1298,0.16666666666666666
1299,1.0
1300,-0.28125
1301,0.2865079365079365
1302,1.0
1303,0.0
1304,-0.5
1305,0.0
1306,0.26666666666666666
1307,0.08333333333333333
1308,-0.0625
1309,-0.35
1310,0.125
1311,0.8375
1312,0.4375
1313,-0.08333333333333333
1314,0.4375
1315,-0.1361111111111111
1316,0.0
1317,0.0
1318,0.375
1319,0.2041666666666667
1320,0.25
1321,-0.125
1322,0.0
1323,0.5
1324,0.8
1325,0.415
1326,0.20000000000000004
1327,0.22000000000000003
1328,0.8
1329,0.2652083333333334
1330,-0.08451704545454546
1331,0.0
1332,0.0
1333,-0.08333333333333333
1334,0.0
1335,0.8
1336,0.44187499999999996
1337,1.0
1338,0.35000000000000003
1339,0.0
1340,0.0
1341,0.0
1342,0.5833333333333334
1343,0.5
1344,-0.04318181818181818
1345,-0.3208333333333333
1346,-0.037755102040816335
1347,0.27499999999999997
1348,-0.5
1349,-0.35000000000000003
1350,0.8
1351,0.0
1352,0.0
1353,0.0
1354,-0.05000000000000001
1355,-0.06785714285714285
1356,0.12083333333333332
1357,0.11666666666666665
1358,-0.25
1359,0.39999999999999997
1360,0.0
1361,-0.12
1362,0.5375000000000001
1363,0.0
1364,0.0
1365,0.0
1366,0.0
1367,0.7458333333333332
1368,0.17826704545454544
1369,0.375
1370,0.33452380952380956
1371,-0.1
1372,0.0
1373,0.0
1374,0.0
1375,0.2611742424242424
1376,0.0
1377,0.4
1378,0.27499999999999997
1379,0.0
